x,y,label
7.736778128985175,14.505166970128009,0
10.31655080087488,7.587485503873967,1
0.9838125323728514,1.484555035453154,2
9.874594375211991,12.563811252125664,0
7.300848482382669,5.923066041553907,1
9.2476447988745,1.9336076193116396,2
1.554430349563547,14.487392348978316,0
12.3323162594339,4.645374231734861,1
10.308816852153273,0.1200350980632258,2
9.285736331532549,13.910105814901208,0
14.677150737219838,11.383630281521452,1
7.508863003090408,3.1153059705833637,2
12.086092430547602,13.978823497411117,0
13.756926444259575,8.784790322984112,1
4.248808977167402,1.0102140624860545,2
6.983109109513568,8.39107459347986,0
9.702147057689912,7.320432525672917,1
14.745272872198237,0.1468463194598097,2
1.0683203261509466,13.159138292597671,0
9.357786667775681,7.068181904305516,1
8.928898652628359,1.005338626372682,2
4.1840722337631995,13.531421249436466,0
6.220389318482588,4.294144624120561,1
14.480737249378992,0.8298700675737444,2
11.603389231995756,13.31898677846851,0
0.4222209190141474,9.559788774332244,1
4.315185488643659,0.9097684916510921,2
0.7561735678123543,13.881174089644789,0
2.632873432367735,3.0628406712685545,1
6.93529336033118,0.9824825514228779,2
1.9293244800594789,12.858982706891577,0
7.126019697820871,7.543325665708995,1
4.676763535505076,0.5858870805728648,2
3.2086857321557014,13.804517286448956,0
12.44727550059727,7.145447125707997,1
8.84959596802193,0.5397396450922455,2
12.040806464237713,14.812683291193565,0
6.200967562602778,4.043684202986949,1
4.145509263929628,1.4542418150333922,2
12.66925989864111,13.008388071183614,0
2.0792542021975473,9.781337977148642,1
1.2919620885188614,1.2151480908983205,2
3.8221200100865604,12.872259850851004,0
13.347636201821185,7.203253680071693,1
5.3554016800402575,1.161267656262996,2
11.933770875150643,13.945690906605517,0
13.153983052775894,5.167772949533961,1
12.004585419148903,0.4862799121117857,2
7.1502116081050175,10.941371596015546,0
7.235032694447608,4.47836802104263,1
7.952814352957106,0.244363835882794,2
11.73023256584964,12.067355631335996,0
10.398228099605907,4.261758757285126,1
14.385273118423285,1.9790256388687362,2
12.057828356915225,14.094156304449598,0
2.111625515056066,9.994180643214108,1
0.6420062602730292,0.10670119589999044,2
2.24440629536028,11.293220985347117,0
6.356664338918982,5.690846397602174,1
2.907444066354872,0.8771580777754827,2
13.201066752372865,10.960804281312576,0
8.576358831336954,7.8405713835631285,1
14.437323149102353,2.7228122258844163,2
13.983215875320347,13.658564747764283,0
8.699825152117445,5.085400042725574,1
4.090732619658726,0.08358025158195466,2
10.612237039210655,14.731243899697843,0
12.267011662743084,9.538638190613339,1
14.167223146716683,1.304905582423732,2
5.368029706105309,11.720563357999293,0
5.864025833172109,8.188845542965897,1
13.663701266999164,2.091154197476415,2
4.709143538624401,14.238100442961915,0
11.725303105539679,7.092555151768789,1
2.6748756095682436,0.0178985443828049,2
3.9956196709328227,12.898258510102863,0
9.378727162134751,5.451796418635231,1
6.0744776857829414,3.118526307202517,2
7.265283023333779,10.448788407069442,0
14.479239802685886,5.457420340227505,1
5.955392677504604,1.361346284767094,2
11.003354143772716,11.35358374190041,0
