x,y,label
2.2180811746598477,13.600863451144223,0
6.354895847643339,7.152573603062093,1
12.564352744889465,5.519130335486052,2
3.9857536604067634,13.478435358138107,0
6.280597987858959,6.36565947076674,1
12.990449044466132,0.5417311710011082,2
14.402235766330351,13.240497015550972,0
3.157524490368993,9.937830017675223,1
4.354257219132732,3.6327704054454646,2
6.344587154568807,9.374039019662101,0
13.60955136781776,10.024567001087458,1
2.9284317094077594,3.274679933913163,2
12.512675199435796,12.173807069032158,0
11.499467721651918,5.516307842854403,1
1.180093160537539,0.8038366859393286,2
11.75070100366742,9.726769451227872,0
11.590460586302592,6.133539592373326,1
0.3668724862559475,1.1378754865367557,2
9.163736978080895,11.25481767008125,0
14.196407713927533,6.353580533981206,1
3.502855801309494,2.6373410068302583,2
12.654846366278047,9.962261700046982,0
0.025887877394880077,11.321070302891789,1
12.350460294372619,0.7685275823320751,2
12.013983184527953,12.634982879834274,0
2.276201545192526,9.60091626877623,1
12.437947918647865,4.186968291196447,2
3.3389960867456066,11.899662106549673,0
4.742300305722352,7.9385463619915555,1
3.4768578932710743,3.5199915418860064,2
4.9785270469385265,13.604160660250441,0
7.173616311873026,4.2460188967156585,1
9.752007526629031,2.539098729119699,2
4.418996904683501,13.682580205919766,0
12.09157304746754,8.593733815349621,1
1.206048898397643,1.4374505124020371,2
10.913827391769704,9.989419235302575,0
8.165416508029987,7.38234038867543,1
10.206626995117727,1.5152338963498142,2
13.978036993001421,13.187461998084736,0
9.082379850185129,6.968380736823352,1
14.239156132761398,0.9979315373157598,2
13.574318665129727,11.123383624389195,0
3.3630945886008847,9.723121156060358,1
1.2282922689713711,2.9282328134783886,2
12.939044815464129,12.462370727900899,0
14.439403194811618,8.493927202175485,1
9.75705766469135,1.9374746811554204,2
5.508477371817482,9.393079328457928,0
14.952135011455688,11.652075231198335,1
6.652049389789723,0.07150823775859733,2
9.971247355834468,9.348017043282582,0
14.61173721803336,7.6568356944311,1
3.0084859784444085,4.7095769426582885,2
4.423823367048754,9.184224222070517,0
12.655523570592877,8.369589022438985,1
7.798336790708801,2.5365349821672187,2
